Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay 
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV06.41P0	midsize car	5	15	23	18	3	no
DODGE Challenger SRT8	6.4	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CCRXV06.41P0	midsize car	5	14	23	17	2	no
DODGE Challenger SRT8	6.4	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV06.41P0	midsize car	5	14	23	17	2	no
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CCRXV06.41P0	midsize car	5	14	23	17	2	no
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV06.41P0	midsize car	5	14	23	17	2	no
DODGE Charger	3.6	6	Auto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	CCRXV03.6RNA	large car	5	14/18	20/27	16/21	4	no
DODGE Charger	3.6	6	Auto-8	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXV03.6UPA	large car	6	14/18	20/27	16/21	4	no
DODGE Charger	3.6	6	Auto-8	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	CCRXV03.6RNA	large car	5	14/19	23/31	17/23	5	no
DODGE Charger	3.6	6	Auto-8	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXV03.6UPA	large car	6	14/19	23/31	17/23	5	no
DODGE Charger	3.6	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXV03.6VP0	large car	6	18	27	21	4	no
DODGE Charger	5.7	8	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXV05.7UP0	large car	6	15	23	18	3	no
DODGE Charger	5.7	8	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXV05.7UP0	large car	6	16	25	19	3	no
DODGE Charger SRT8	6.4	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CCRXV06.41P0	large car	5	14	23	17	2	no
DODGE Charger SRT8	6.4	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV06.41P0	large car	5	14	23	17	2	no
DODGE Durango	3.6	6	Auto-5	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXT03.6UPA	SUV	6	12/16	17/23	14/19	3	no
DODGE Durango	3.6	6	Auto-5	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXT03.6UPA	SUV	6	12/16	17/23	14/19	3	no
DODGE Durango	5.7	8	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXT05.7VP0	SUV	6	13	20	15	1	no
DODGE Durango	5.7	8	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXT05.7VP0	SUV	6	14	20	16	1	no
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXJ03.6VPA	minivan	6	12/17	18/25	14/20	4	no
DODGE Journey	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXJ02.4VP1	SUV	6	19	26	22	5	no
DODGE Journey	3.6	6	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXT03.6VP1	SUV	6	16	24	19	3	no
DODGE Journey	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXJ03.6VPA	SUV	6	13/17	18/25	15/20	4	no
DODGE RAM 1500	3.7	6	Auto-4	2WD	Gasoline	FA	B8	Federal Tier 2 Bin 8	CCRXT03.7HN0	pickup	2	14	20	16	1	no
DODGE RAM 1500	4.7	8	Auto-6	4WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	CCRXT04.7HNA	pickup	2	10/14	12/19	11/16	1	no
DODGE RAM 1500	4.7	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXT04.7UPA	pickup	6	10/14	12/19	11/16	1	no
DODGE RAM 1500	4.7	8	Auto-6	2WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	CCRXT04.7HNA	pickup	2	10/14	12/20	11/16	1	no
DODGE RAM 1500	4.7	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXT04.7UPA	pickup	6	10/14	12/20	11/16	1	no
DODGE RAM 1500	5.7	8	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXT05.7VP0	pickup	6	13	19	15	1	no
DODGE RAM 1500	5.7	8	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CCRXT05.7VP0	pickup	6	14	20	16	1	no
DODGE RAM 1500 HD	5.7	8	Auto-6	2WD	Gasoline	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCRXD05.78V0	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 1500 HD	5.7	8	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CCRXD05.78V0	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	4WD	Gasoline	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCRXD05.78V0	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	4WD	Gasoline	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCRXD05.78V0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	CCRXD05.78V0	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	CCRXD05.78V0	special purpose	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	2WD	Gasoline	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCRXD05.78V0	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	2WD	Gasoline	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCRXD05.78V0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CCRXD05.78V0	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CCRXD05.78V0	special purpose	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	4WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	CCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	CCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	4WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	4WD	Diesel	CA	U2	California LEV-II ULEV	CCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	2WD	Diesel	CA	U2	California LEV-II ULEV	CCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-6	4WD	Gasoline	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	CCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	CCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-6	2WD	Gasoline	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	CCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	4WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	4WD	Diesel	CA	L2	California LEV-II LEV	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	2WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	2WD	Diesel	CA	L2	California LEV-II LEV	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	4WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	4WD	Diesel	CA	L2	California LEV-II LEV	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	2WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	2WD	Diesel	CA	L2	California LEV-II LEV	CCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE Ram C/V	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CCRXJ03.6VPA	minivan	6	12/17	18/25	14/20	4	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CMBXT03.0HD1	van	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CMBXT03.0HD1	van	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	CMBXT03.0HD1	van	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	CMBXT03.0HD1	van	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CMBXT03.0HD1	van	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	CMBXT03.0HD1	van	2	N/A	N/A	N/A	N/A	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFEXV04.3GDI	small car	5	12	17	14	1	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFEXV04.3GDI	small car	5	12	18	14	1	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	CFEXV04.3GDI	small car	5	12	17	14	1	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	CFEXV04.3GDI	small car	5	12	18	14	1	no
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFEXV04.3GDI	small car	5	13	19	15	1	no
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFEXV04.3GDI	small car	5	13	19	15	1	no
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	CFEXV04.3GDI	small car	5	13	19	15	1	no
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	CFEXV04.3GDI	small car	5	13	19	15	1	no
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFEXV06.3GDI	midsize car	5	11	17	13	1	no
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFEXV06.3GDI	midsize car	5	11	17	13	1	no
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	CFEXV06.3GDI	midsize car	5	11	17	13	1	no
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	CFEXV06.3GDI	midsize car	5	11	17	13	1	no
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CCRXV01.44P0	small car	5	27	32	29	7	yes
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV01.44P0	small car	5	27	32	29	7	yes
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CCRXV01.44P1	small car	5	27	34	30	7	yes
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV01.44P1	small car	5	27	34	30	7	yes
FIAT 500	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CCRXV01.44P1	small car	5	30	38	33	8	yes
FIAT 500	1.4	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV01.44P1	small car	5	30	38	33	8	yes
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CCRXV01.44P2	small car	5	28	34	31	7	yes
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	CCRXV01.44P2	small car	5	28	34	31	7	yes
FISKER Karma	2	4	Auto-1	2WD	Gasoline/Electricity	FA	B5	Federal Tier 2 Bin 5	CFSKV02.0LEV	small car	5	20/55	21/54	20/54	10	yes
FISKER Karma	2	4	Auto-1	2WD	Gasoline/Electricity	CA	L2	California LEV-II LEV	CFSKV02.0LEV	small car	5	20/55	21/54	20/54	10	yes
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT04.65H9	van	2	9/13	12/16	10/14	1	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT04.65H9	van	2	9/13	12/17	10/15	1	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	9/12	12/16	10/13	1	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	9/12	12/16	10/14	1	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT04.65H9	special purpose	2	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT04.65H9	van	2	9/13	12/17	10/15	1	no
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	no
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	9/12	12/16	10/14	1	no
FORD E350	5.4	8	Auto-4	2WD	Gasoline	CA	B8	Federal Tier 2 Bin 8	CFMXT05.45HL	van	2	N/A	N/A	N/A	N/A	no
FORD E350	5.4	8	Auto-4	2WD	Gasoline	FA	B8	Federal Tier 2 Bin 8	CFMXT05.45HL	van	2	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	CFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	CFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	CFMXT06.85HT	van	2	10	13	11	1	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	CFMXT06.85HT	van	2	10	14	12	1	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	CA	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	special purpose	2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	9/11	11/15	10/13	1	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45HK	van	2	9/12	12/16	10/13	1	no
FORD Edge	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT02.02E2	SUV	5	21	30	24	5	no
FORD Edge	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT02.02E2	SUV	6	21	30	24	5	no
FORD Edge	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT03.72EE	SUV	5	18	25	21	4	no
FORD Edge	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT03.72EE	SUV	6	18	25	21	4	no
FORD Edge	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT03.72EE	SUV	5	19	27	22	5	no
FORD Edge	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT03.72EE	SUV	6	19	27	22	5	no
FORD Edge	3.7	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT03.72EE	SUV	5	17	23	19	3	no
FORD Edge	3.7	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT03.72EE	SUV	6	17	23	19	3	no
FORD Edge	3.7	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT03.72EE	SUV	5	19	26	22	5	no
FORD Edge	3.7	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT03.72EE	SUV	6	19	26	22	5	no
FORD Escape	2.5	4	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT02.51EN	SUV	6	20	27	23	5	no
FORD Escape	2.5	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT02.51EN	SUV	5	21	28	23	5	no
FORD Escape	2.5	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT02.51EN	SUV	6	21	28	23	5	no
FORD Escape	2.5	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT02.51EN	SUV	5	23	28	25	6	no
FORD Escape	2.5	4	Man-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT02.51EN	SUV	6	23	28	25	6	yes
FORD Escape FFV	3	6	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT03.02DE	SUV	6	13/18	17/23	14/20	4	no
FORD Escape FFV	3	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT03.01DG	SUV	6	14/19	19/25	16/21	4	no
FORD Escape Hybrid	2.5	4	CVT	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	CFMXT02.52ZG	SUV	7	30	27	29	7	yes
FORD Escape Hybrid	2.5	4	CVT	4WD	Gasoline	CA	PZEV	California PZEV	CFMXT02.52ZG	SUV	9	30	27	29	7	yes
FORD Escape Hybrid	2.5	4	CVT	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	CFMXT02.52ZG	SUV	7	34	31	32	7	yes
FORD Escape Hybrid	2.5	4	CVT	2WD	Gasoline	CA	PZEV	California PZEV	CFMXT02.52ZG	SUV	9	34	31	32	7	yes
FORD Expedition FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT05.44BC	SUV	6	9/13	13/18	11/15	1	no
FORD Expedition FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	CFMXT05.44HY	SUV	2	9/13	13/18	11/15	1	no
FORD Expedition FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT05.44BC	SUV	6	10/14	14/20	12/16	1	no
FORD Expedition FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	CFMXT05.44HY	SUV	2	10/14	14/20	12/16	1	no
FORD Expedition Limo FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	CFMXT05.45BR	SUV	2	N/A	N/A	N/A	N/A	no
FORD Explorer	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT02.02E2	SUV	5	20	28	23	5	no
FORD Explorer	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT02.02E2	SUV	6	20	28	23	5	no
FORD Explorer	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT03.53EZ	SUV	5	17	23	19	3	no
FORD Explorer	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT03.53EZ	SUV	6	17	23	19	3	no
FORD Explorer	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	CFMXT03.53EZ	SUV	5	18	25	20	4	no
FORD Explorer	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	CFMXT03.53EZ	SUV	6	18	25	20	4	no
FORD F150	3.5	6	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CFMXT03.54EP	pickup	6	15	21	17	2	no
FORD F150	3.5	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CFMXT03.54EP	pickup	6	16	22	18	3	no
FORD F150	3.5	6	SemiAuto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CFMXT03.54EP	pickup	6	15	21	17	2	no
FORD F150	3.5	6	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CFMXT03.54EP	pickup	6	16	22	18	3	no
FORD F150	6.2	8	SemiAuto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CFMXT06.24D2	pickup	6	12	16	13	1	no
FORD F150	6.2	8	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CFMXT06.24D2	pickup	6	13	18	14	1	no
FORD F150 FFV	3.7	6	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT03.73DP	pickup	6	12/16	15/21	13/18	3	no
FORD F150 FFV	3.7	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT03.73DP	pickup	6	12/17	17/23	14/19	3	no
FORD F150 FFV	3.7	6	SemiAuto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT03.73DP	pickup	6	12/16	15/21	13/18	3	no
FORD F150 FFV	3.7	6	SemiAuto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT03.73DP	pickup	6	12/17	17/23	14/19	3	no
FORD F150 FFV	5	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT05.03DD	pickup	6	11/14	14/19	12/16	1	no
FORD F150 FFV	5	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT05.03DD	pickup	6	11/15	15/21	13/17	2	no
FORD F150 FFV	5	8	SemiAuto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT05.03DD	pickup	6	11/14	14/19	12/16	1	no
FORD F150 FFV	5	8	SemiAuto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	CFMXT05.03DD	pickup	6	11/15	15/21	13/17	2	no
FORD F150 Raptor	6.2	8	SemiAuto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	CFMXT06.24D2	pickup	6	11	16	13	1	no
FORD F250	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	CFMXD06.761A	pickup	1	N/A	N/A	N/A	N/A	no
