Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
CHEVROLET Silverado 35	6.6	8	Auto-6	4WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	FGMXD06.6365	pickup	1	N/A	N/A	N/A	N/A	No	N/A
CHEVROLET Silverado 35	6.6	8	Auto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	FGMXD06.6365	pickup	1	N/A	N/A	N/A	N/A	No	N/A
CHEVROLET Silverado 35	6.6	8	Auto-6	2WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	FGMXD06.6365	pickup	1	N/A	N/A	N/A	N/A	No	N/A
CHEVROLET Silverado 35	6.6	8	Auto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	FGMXD06.6365	pickup	1	N/A	N/A	N/A	N/A	No	N/A
CHEVROLET Sonic	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	29	40	33	8	Yes	271
CHEVROLET Sonic	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	27	37	31	8	Yes	291
CHEVROLET Sonic	1.8	4	Man-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	26	35	30	7	Yes	301
CHEVROLET Sonic	1.8	4	Man-5	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	FGMXV01.8031	small car	7	26	35	30	7	Yes	301
CHEVROLET Sonic	1.8	4	Man-5	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	FGMXV01.8031	small car	8	26	35	30	7	Yes	301
CHEVROLET Sonic	1.8	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	25	35	28	7	Yes	312
CHEVROLET Sonic	1.8	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	FGMXV01.8031	small car	7	25	35	28	7	Yes	312
CHEVROLET Sonic	1.8	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	FGMXV01.8031	small car	8	25	35	28	7	Yes	312
CHEVROLET Sonic 5	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	midsize car	6	29	40	33	8	Yes	271
CHEVROLET Sonic 5	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	midsize car	6	27	37	31	8	Yes	291
CHEVROLET Sonic 5	1.8	4	Man-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	midsize car	6	26	35	30	7	Yes	301
CHEVROLET Sonic 5	1.8	4	Man-5	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	FGMXV01.8031	midsize car	7	26	35	30	7	Yes	301
CHEVROLET Sonic 5	1.8	4	Man-5	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	FGMXV01.8031	midsize car	8	26	35	30	7	Yes	301
CHEVROLET Sonic 5	1.8	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	midsize car	6	25	35	28	7	Yes	312
CHEVROLET Sonic 5	1.8	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	FGMXV01.8031	midsize car	7	25	35	28	7	Yes	312
CHEVROLET Sonic 5	1.8	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	FGMXV01.8031	midsize car	8	25	35	28	7	Yes	312
CHEVROLET Sonic 5 RS	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	midsize car	6	27	34	30	7	Yes	298
CHEVROLET Sonic 5 RS	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	midsize car	6	25	33	28	7	Yes	317
CHEVROLET Sonic RS	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	27	34	30	7	Yes	298
CHEVROLET Sonic RS	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	25	33	28	7	Yes	317
CHEVROLET Spark	1.2	4	CVT	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	30	39	34	8	Yes	264
CHEVROLET Spark	1.2	4	Man-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.8011	small car	6	31	39	34	8	Yes	258
CHEVROLET Spark EV	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	FGMXV00.0001	small car	10	128	109	119	10	Elite	0
CHEVROLET Spark EV	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	FGMXV00.0001	small car	10	128	109	119	10	Elite	0
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FGMXT05.3382	standard SUV	6	11/15	15/22	12/18	4	No	511/503
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXT06.2374	standard SUV	6	15	22	18	4	No	503
CHEVROLET Suburban 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FGMXT05.3382	standard SUV	6	12/16	17/23	14/18	4	No	461/481
CHEVROLET Suburban 1500	5.3	8	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXT06.2374	standard SUV	6	16	23	18	4	No	481
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FGMXT05.3382	standard SUV	6	11/16	16/22	13/18	4	No	482/498
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXT06.2374	standard SUV	6	16	22	18	4	No	498
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FGMXT05.3382	standard SUV	6	12/16	17/23	14/18	4	No	461/481
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXT06.2374	standard SUV	6	16	23	18	4	No	481
CHEVROLET Traverse	3.6	6	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXT03.6151	standard SUV	6	16	23	19	4	No	476
CHEVROLET Traverse	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXT03.6151	standard SUV	6	17	24	19	4	No	465
CHEVROLET Trax	1.4	4	SemiAuto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.4099	small SUV	6	24	31	27	7	Yes	330
CHEVROLET Trax	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FGMXV01.4099	small SUV	6	26	34	29	7	Yes	306
CHEVROLET Volt	1.4	4	CVT	2WD	Gasoline/Electricity	FC	B4	Federal Tier 2 Bin 4	FGMXV01.4001	small car	6	35/101	40/93	37/98	10	Yes	81
CHEVROLET Volt	1.4	4	CVT	2WD	Gasoline/Electricity	FA	B3	Federal Tier 2 Bin 3	FGMXV01.4088	small car	7	35/101	40/93	37/98	10	Yes	81
CHEVROLET Volt	1.4	4	CVT	2WD	Gasoline/Electricity	CA	L3SULEV30	California LEV-III SULEV30	FGMXV01.4088	small car	8	35/101	40/93	37/98	10	Yes	81
CHRYSLER 200	2.4	4	Auto-9	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXJ02.45PA	midsize car	6	17/23	28/36	21/28	7	Yes	300/322
CHRYSLER 200	2.4	4	Auto-9	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ02.45P0	midsize car	6	23	36	28	7	Yes	322
CHRYSLER 200	3.6	6	Auto-9	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65PA	midsize car	6	14/18	22/29	17/22	5	No	374/403
CHRYSLER 200	3.6	6	Auto-9	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65P0	midsize car	6	18	29	22	5	No	403
CHRYSLER 200	3.6	6	Auto-9	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65PA	midsize car	6	14/19	23/32	17/23	5	No	362/385
CHRYSLER 200	3.6	6	Auto-9	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65P0	midsize car	6	19	32	23	5	No	385
CHRYSLER 300	3.6	6	Auto-8	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65PB	large car	6	14/18	20/27	16/21	5	No	392/413
CHRYSLER 300	3.6	6	Auto-8	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65P1	large car	6	18	27	21	5	No	413
CHRYSLER 300	3.6	6	Auto-8	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65PB	large car	6	14/19	23/31	17/23	5	No	368/386
CHRYSLER 300	3.6	6	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65P1	large car	6	19	31	23	5	No	386
CHRYSLER 300	5.7	8	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV05.75P1	large car	6	16	25	19	4	No	465
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65PA	minivan	6	12/17	18/25	14/20	5	No	434/444
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65P0	minivan	6	17	25	20	5	No	444
DODGE Challenger	3.6	6	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65P1	midsize car	6	19	30	23	5	No	389
DODGE Challenger	5.7	8	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV05.75P1	midsize car	6	16	25	19	4	No	465
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.45P1	midsize car	5	15	23	18	4	No	495
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.45P1	midsize car	5	15	23	18	4	No	495
DODGE Challenger	6.4	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger	6.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.45P1	midsize car	5	14	23	17	4	No	524
DODGE Challenger	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.45P1	midsize car	5	14	23	17	4	No	524
DODGE Challenger SRT8	6.2	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.25P3	midsize car	5	13	22	16	3	No	556
DODGE Challenger SRT8	6.2	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.25P3	midsize car	5	13	22	16	3	No	556
DODGE Challenger SRT8	6.2	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.25P3	midsize car	5	13	21	16	3	No	566
DODGE Challenger SRT8	6.2	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.25P3	midsize car	5	13	21	16	3	No	566
DODGE Challenger SRT8	6.4	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger SRT8	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.45P1	midsize car	5	14	23	17	4	No	524
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.45P1	midsize car	5	14	23	17	4	No	524
DODGE Charger	3.6	6	Auto-8	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65PB	large car	6	14/18	20/27	16/21	5	No	392/413
DODGE Charger	3.6	6	Auto-8	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65P1	large car	6	18	27	21	5	No	413
DODGE Charger	3.6	6	Auto-8	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65PB	large car	6	14/19	23/31	17/23	5	No	368/386
DODGE Charger	3.6	6	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV03.65P1	large car	6	19	31	23	5	No	386
DODGE Charger	5.7	8	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV05.75P1	large car	6	16	25	19	4	No	465
DODGE Charger SRT8	6.2	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.25P3	large car	5	13	22	16	3	No	556
DODGE Charger SRT8	6.2	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.25P3	large car	5	13	22	16	3	No	556
DODGE Charger SRT8	6.4	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV06.45P1	large car	5	15	25	18	4	No	486
DODGE Charger SRT8	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV06.45P1	large car	5	15	25	18	4	No	486
DODGE Dart	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	midsize car	5	27	37	31	8	Yes	288
DODGE Dart	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	midsize car	6	27	37	31	8	Yes	288
DODGE Dart	2	4	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXJ02.45PA	midsize car	6	18/24	25/34	20/27	7	Yes	301/324
DODGE Dart	2	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV02.45P3	midsize car	6	25	36	29	7	Yes	305
DODGE Dart	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ02.45P0	midsize car	6	23	35	27	7	Yes	324
DODGE Dart	2.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV02.45P3	midsize car	6	22	35	27	7	Yes	330
DODGE Dart Aero	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	midsize car	5	28	40	32	8	Yes	275
DODGE Dart Aero	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	midsize car	6	28	40	32	8	Yes	275
DODGE Dart Aero	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	midsize car	5	28	41	32	8	Yes	275
DODGE Dart Aero	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	midsize car	6	28	41	32	8	Yes	275
DODGE Dart GT	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ02.45P0	midsize car	6	22	31	26	6	No	346
DODGE Dart GT	2.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXV02.45P3	midsize car	6	23	33	27	7	Yes	332
DODGE Durango	3.6	6	Auto-8	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXT03.65PD	standard SUV	6	13/17	17/24	15/19	4	No	415/458
DODGE Durango	3.6	6	Auto-8	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXT03.65PD	standard SUV	6	13/18	19/25	15/20	5	No	407/435
DODGE Durango	5.7	8	Auto-8	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXT05.75P0	standard SUV	6	14	22	16	3	No	542
DODGE Durango	5.7	8	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXT05.75P0	standard SUV	6	14	23	17	4	No	532
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65PA	minivan	6	12/17	18/25	14/20	5	No	434/444
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65P0	minivan	6	17	25	20	5	No	444
DODGE Journey	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ02.45P0	small SUV	6	19	26	21	5	No	419
DODGE Journey	3.6	6	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65P0	small SUV	6	16	24	19	4	No	470
DODGE Journey	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	FCRXJ03.65PA	small SUV	6	12/17	18/25	14/19	4	No	434/456
DODGE Viper SRT	8.4	10	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV08.45P0	small car	5	12	21	15	3	No	587
DODGE Viper SRT	8.4	10	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FCRXV08.45P0	small car	5	12	21	15	3	No	587
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI 458 Speciale Spider	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Speciale Spider	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI 458 Speciale Spider	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Speciale Spider	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV04.3GDI	small car	5	13	17	15	3	No	612
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV03.9TUR	small car	5	16	23	18	4	No	488
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV03.9TUR	small car	5	16	23	19	4	No	479
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV03.9TUR	small car	5	16	23	18	4	No	488
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV03.9TUR	small car	5	16	23	19	4	No	479
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV06.3GDI	small car	5	11	16	13	1	No	679
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV06.3GDI	small car	5	12	16	13	1	No	669
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV06.3GDI	small car	5	11	16	13	1	No	679
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV06.3GDI	small car	5	12	16	13	1	No	669
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV06.3GDI	midsize car	5	11	16	13	1	No	697
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFEXV06.3GDI	midsize car	5	11	17	13	1	No	684
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV06.3GDI	midsize car	5	11	16	13	1	No	697
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FFEXV06.3GDI	midsize car	5	11	17	13	1	No	684
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	small car	5	24	32	27	7	No	322
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	small car	6	24	32	27	7	Yes	322
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV01.45P1	small car	5	27	34	30	7	No	295
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXV01.45P1	small car	6	27	34	30	7	Yes	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	small car	5	28	34	30	7	No	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	small car	6	28	34	30	7	Yes	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXV01.45P1	small car	5	31	40	34	8	Yes	260
FIAT 500	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXV01.45P1	small car	6	31	40	34	8	Yes	260
FIAT 500 Abarth	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	small car	5	24	32	27	7	No	322
FIAT 500 Abarth	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	small car	6	24	32	27	7	Yes	322
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	small car	5	28	34	30	7	No	295
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	small car	6	28	34	30	7	Yes	295
FIAT 500L	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	station wagon	5	22	30	25	6	No	351
FIAT 500L	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	station wagon	6	22	30	25	6	No	351
FIAT 500L	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	station wagon	5	24	33	27	7	No	327
FIAT 500L	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	station wagon	6	24	33	27	7	Yes	327
FIAT 500L	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FCRXJ01.45P0	station wagon	5	25	33	28	7	No	312
FIAT 500L	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FCRXJ01.45P0	station wagon	6	25	33	28	7	Yes	312
FIAT 500e	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	FCRXV00.05PR	small car	10	122	108	116	10	Elite	0
FIAT 500e	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	FCRXV00.05PR	small car	10	122	108	116	10	Elite	0
FORD C-MAX Energi Plug-In Hybrid	2	4	CVT	2WD	Gasoline/Electricity	FA	B3	Federal Tier 2 Bin 3	FFMXV02.0VZP	midsize car	7	40/95	36/81	38/88	10	Yes	129
FORD C-MAX Energi Plug-In Hybrid	2	4	CVT	2WD	Gasoline/Electricity	CA	PZEV	California PZEV	FFMXV02.0VZP	midsize car	9	40/95	36/81	38/88	10	Elite	129
FORD C-MAX Hybrid	2	4	CVT	2WD	Gasoline	FC	B3	Federal Tier 2 Bin 3	FFMXV02.0VZN	large car	7	42	37	40	9	Yes	225
FORD C-MAX Hybrid	2	4	CVT	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	FFMXV02.0VZS	large car	7	42	37	40	9	Yes	225
FORD C-MAX Hybrid	2	4	CVT	2WD	Gasoline	CA	PZEV	California PZEV	FFMXV02.0VZS	large car	9	42	37	40	9	Yes	225
FORD Edge	2	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FFMXT02.02JT	small SUV	6	20	28	23	5	No	388
FORD Edge	2	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FFMXT02.02JT	small SUV	6	20	30	24	6	No	371
FORD Edge	2	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	FFMXT02.02JT	small SUV	6	21	30	24	6	No	367
FORD Edge	2.7	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFMXT02.72EP	small SUV	5	17	24	20	5	No	447
FORD Edge	2.7	6	SemiAuto-6	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	FFMXT02.72JP	small SUV	6	17	24	20	5	No	447
