Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay 
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	AMBXT03.0HD1	van	3	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AMBXT03.0HD1	van	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	AMBXT03.0HD2	special purpose	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	AMBXT03.0HD2	van	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AMBXT03.0HD2	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AMBXT03.0HD2	van	1	N/A	N/A	N/A	N/A	no
DODGE Viper	8.4	10	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ACRXV08.41P3	small car	6	13	22	16	3	no
DODGE Viper	8.4	10	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ACRXV08.41P3	small car	6	13	22	16	3	no
DODGE Viper Convertible	8.4	10	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ACRXV08.41P3	small car	6	13	22	16	3	no
DODGE Viper Convertible	8.4	10	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ACRXV08.41P3	small car	6	13	22	16	3	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFEXV04.3GDI	small car	6	12	18	14	1	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	AFEXV04.3GDI	small car	6	12	18	14	1	no
FERRARI 599 GTB Fiorano	5.9	12	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFEXV05.7LEV	small car	6	11	15	12	0	no
FERRARI 599 GTB Fiorano	5.9	12	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFEXV05.7LEV	small car	6	11	15	12	0	no
FERRARI 599 GTB Fiorano	5.9	12	AutoMan-6	2WD	Gasoline	CA	L2	California LEV-II LEV	AFEXV05.7LEV	small car	6	11	15	12	0	no
FERRARI 599 GTB Fiorano	5.9	12	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	AFEXV05.7LEV	small car	6	11	15	12	0	no
FERRARI 612 Scaglietti	5.7	12	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFEXV05.7LEV	midsize car	6	9	16	12	0	no
FERRARI 612 Scaglietti	5.7	12	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFEXV05.7LEV	midsize car	6	10	15	12	0	no
FERRARI 612 Scaglietti	5.7	12	AutoMan-6	2WD	Gasoline	CA	L2	California LEV-II LEV	AFEXV05.7LEV	midsize car	6	9	16	12	0	no
FERRARI 612 Scaglietti	5.7	12	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	AFEXV05.7LEV	midsize car	6	10	15	12	0	no
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFEXV04.3GDI	small car	6	13	19	15	2	no
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	AFEXV04.3GDI	small car	6	13	19	15	2	no
FORD Crown Victoria FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	AFMXV04.6VDF	large car	7/7	12/16	17/24	14/19	5/4	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65H5	van	3/3	N/A	N/A	N/A	N/A	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65HA	van	3/3	N/A	N/A	N/A	N/A	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65H5	van	3/3	N/A	N/A	N/A	N/A	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65HA	van	3/3	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45H4	van	3/3	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45HJ	van	3/3	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45H4	van	3/3	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45HJ	van	3/3	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65H5	special purpose	3/3	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65HA	special purpose	3/3	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65H5	van	3/3	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT04.65HA	van	3/3	N/A	N/A	N/A	N/A	no
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45H4	van	3/3	N/A	N/A	N/A	N/A	no
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45HJ	van	3/3	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	AFMXT06.85HG	van	3	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	AFMXT06.85HG	van	3	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45H4	special purpose	3/3	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45HJ	special purpose	3/3	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45H4	van	3/3	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45HJ	van	3/3	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45H4	van	3/3	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	AFMXT05.45HJ	van	3/3	N/A	N/A	N/A	N/A	no
FORD Edge	3.5	6	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXT03.52EB	SUV	7	18	25	20	5	no
FORD Edge	3.5	6	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXT03.52EB	SUV	7	17	23	19	4	no
FORD Edge	3.5	6	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXT03.52EB	SUV	6	18	25	20	5	no
FORD Edge	3.5	6	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXT03.52EB	SUV	6	17	23	19	4	no
FORD Escape	2.5	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXT02.51EK	SUV	7	21	28	23	6	yes
FORD Escape	2.5	4	Man-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXT02.51EK	SUV	7	22	28	24	7	yes
FORD Escape	2.5	4	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXT02.51EK	SUV	7	20	26	22	6	yes
FORD Escape	2.5	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXT02.51EK	SUV	6	21	28	23	6	no
FORD Escape	2.5	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXT02.51EK	SUV	6	22	28	24	7	yes
FORD Escape	2.5	4	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXT02.51EK	SUV	6	20	26	22	6	no
FORD Escape FFV	3	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	AFMXT03.01DE	SUV	7/7	14/19	19/25	16/21	6/5	yes
FORD Escape Hybrid	2.5	4	CVT	2WD	Gasoline	CA	S2	California LEV-II SULEV	AFMXT02.52ZF	SUV	9.5	34	31	32	9	yes
FORD Escape Hybrid	2.5	4	CVT	4WD	Gasoline	CA	S2	California LEV-II SULEV	AFMXT02.52ZF	SUV	9.5	30	27	29	8	yes
FORD Escape Hybrid	2.5	4	CVT	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	AFMXT02.52ZF	SUV	8	34	31	32	9	yes
FORD Escape Hybrid	2.5	4	CVT	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	AFMXT02.52ZF	SUV	8	30	27	29	8	yes
FORD Expedition FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	AFMXT05.44BC	SUV	7/7	9/14	13/20	11/16	2/3	no
FORD Expedition FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	AFMXT05.44BC	SUV	7/7	9/12	13/17	11/14	2/1	no
FORD Expedition FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	AFMXT05.44ET	SUV	6/6	9/14	13/20	11/16	2/3	no
FORD Expedition FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	AFMXT05.44ET	SUV	6/6	9/12	13/17	11/14	2/1	no
FORD Expedition FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	CA	B8	Federal Tier 2 Bin 8	AFMXT05.45BR	SUV	3/3	N/A	N/A	N/A	N/A	no
FORD Explorer	4	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.03DC	SUV	7	14	20	16	3	no
FORD Explorer	4	6	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.03DC	SUV	7	13	19	15	2	no
FORD Explorer	4.6	8	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.63EZ	SUV	7	15	21	17	3	no
FORD Explorer	4.6	8	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.63EZ	SUV	7	14	19	16	3	no
FORD Explorer Sport Trac	4	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.03DC	pickup	7	14	20	16	3	no
FORD Explorer Sport Trac	4	6	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.03DC	pickup	7	13	19	15	2	no
FORD Explorer Sport Trac	4.6	8	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.63EZ	pickup	7	15	21	17	3	no
FORD Explorer Sport Trac	4.6	8	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.63EZ	pickup	7	14	19	16	3	no
FORD F150	4.6	8	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.63D2	pickup	7	15	19	16	3	no
FORD F150	4.6	8	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.64D3	pickup	7	15	21	17	3	no
FORD F150	4.6	8	Auto-4	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.63D2	pickup	7	14	18	16	3	no
FORD F150	4.6	8	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	AFMXT04.64D3	pickup	7	14	20	16	3	no
FORD F150 FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	AFMXT05.44BC	pickup	7/7	10/14	14/20	12/16	3/3	no
FORD F150 FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	AFMXT05.44BC	pickup	7/7	10/14	13/18	11/15	2/2	no
FORD F150 FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	AFMXT05.44ET	pickup	6/6	10/14	14/20	12/16	3/3	no
FORD F150 FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	AFMXT05.44ET	pickup	6/6	10/14	13/18	11/15	2/2	no
FORD F250	5.4	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Auto-5	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Auto-5	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Auto-5	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Auto-5	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4	8	Man-6	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Auto-5	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Man-6	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Auto-5	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Man-6	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Auto-5	4WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VX	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.46VR	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VX	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD05.46VR	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47V8	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47VT	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47V8	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47VT	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47V8	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47VT	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47V8	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXD05.47VT	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	2WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	4WD	Gasoline	FA	HDV1	Federal HDV (8500-10,000 GVWR)	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	4WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.86VD	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47V8	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47VT	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47V8	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47VT	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	4WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47V8	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	4WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47VT	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Auto-5	2WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47V8	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4	8	Man-6	2WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD05.47VT	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	2WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	2WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	4WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	4WD	Gasoline	FA	HDV2	Federal HDV (10,001-14,000 GVWR)	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Auto-5	4WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AFMXD06.87VC	pickup	1	N/A	N/A	N/A	N/A	no
FORD Flex	3.5	6	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXV03.7VEL	SUV	7	17	24	20	5	no
FORD Flex	3.5	6	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXV03.7VEL	SUV	7	16	22	18	4	no
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AFMXV03.5VEE	SUV	7	16	22	18	4	no
FORD Flex	3.5	6	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXV03.7VEL	SUV	6	17	24	20	5	no
FORD Flex	3.5	6	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXV03.7VEL	SUV	6	16	22	18	4	no
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AFMXV03.5VEE	SUV	6	16	22	18	4	no
FORD Focus	2	4	Auto-4	2WD	Gasoline	CA	S2	California LEV-II SULEV	AFMXV02.0VZX	small car	9.5	24	34	28	8	yes
FORD Focus	2	4	Man-5	2WD	Gasoline	CA	S2	California LEV-II SULEV	AFMXV02.0VZX	small car	9.5	24	35	28	8	yes
FORD Focus	2	4	Auto-4	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	AFMXV02.0VZX	small car	8	24	34	28	8	yes
FORD Focus	2	4	Man-5	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	AFMXV02.0VZX	small car	8	24	35	28	8	yes
