Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
CHEVROLET Sonic	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	29	40	33	8	Yes	271
CHEVROLET Sonic	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	27	37	31	8	Yes	291
CHEVROLET Sonic	1.8	4	Man-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	26	35	30	8	Yes	301
CHEVROLET Sonic	1.8	4	Man-5	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	EGMXV01.8031	small car	7	26	35	30	8	Yes	301
CHEVROLET Sonic	1.8	4	Man-5	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	EGMXV01.8031	small car	8	26	35	30	8	Yes	301
CHEVROLET Sonic	1.8	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	25	35	28	7	Yes	313
CHEVROLET Sonic	1.8	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	EGMXV01.8031	small car	7	25	35	28	7	Yes	313
CHEVROLET Sonic	1.8	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	EGMXV01.8031	small car	8	25	35	28	7	Yes	313
CHEVROLET Sonic 5	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	midsize car	6	29	40	33	8	Yes	271
CHEVROLET Sonic 5	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	midsize car	6	27	37	31	8	Yes	291
CHEVROLET Sonic 5	1.8	4	Man-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	midsize car	6	26	35	30	8	Yes	301
CHEVROLET Sonic 5	1.8	4	Man-5	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	EGMXV01.8031	midsize car	7	26	35	30	8	Yes	301
CHEVROLET Sonic 5	1.8	4	Man-5	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	EGMXV01.8031	midsize car	8	26	35	30	8	Yes	301
CHEVROLET Sonic 5	1.8	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	midsize car	6	25	35	28	7	Yes	313
CHEVROLET Sonic 5	1.8	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	EGMXV01.8031	midsize car	7	25	35	28	7	Yes	313
CHEVROLET Sonic 5	1.8	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	EGMXV01.8031	midsize car	8	25	35	28	7	Yes	313
CHEVROLET Sonic 5 RS	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	midsize car	6	27	34	30	8	Yes	298
CHEVROLET Sonic 5 RS	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	midsize car	6	25	33	28	7	Yes	314
CHEVROLET Sonic RS	1.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	27	34	30	8	Yes	298
CHEVROLET Sonic RS	1.4	4	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	25	33	28	7	Yes	314
CHEVROLET Spark	1.2	4	CVT	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	30	39	34	8	Yes	264
CHEVROLET Spark	1.2	4	Man-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXV01.8011	small car	6	31	39	34	8	Yes	258
CHEVROLET Spark EV	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	EGMXV00.0001	small car	10	128	109	119	10	Elite	0
CHEVROLET Spark EV	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	EGMXV00.0001	small car	10	128	109	119	10	Elite	0
CHEVROLET Suburban 10	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	EGMXT05.3373	standard SUV	5	11/15	16/21	13/17	3	No	492/521
CHEVROLET Suburban 10	5.3	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	EGMXT05.3381	standard SUV	6	11/15	16/21	13/17	3	No	492/521
CHEVROLET Suburban 10	5.3	8	Auto-6	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	EGMXT05.3373	standard SUV	5	11/15	16/21	13/17	3	No	492/521
CHEVROLET Suburban 10	5.3	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	EGMXT05.3381	standard SUV	6	11/15	16/21	13/17	3	No	492/521
CHEVROLET Tahoe 10	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	EGMXT05.3373	standard SUV	5	11/15	16/21	13/17	3	No	492/521
CHEVROLET Tahoe 10	5.3	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	EGMXT05.3381	standard SUV	6	11/15	16/21	13/17	3	No	492/521
CHEVROLET Tahoe 10	5.3	8	Auto-6	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	EGMXT05.3373	standard SUV	5	11/15	16/21	13/17	3	No	492/521
CHEVROLET Tahoe 10	5.3	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	EGMXT05.3381	standard SUV	6	11/15	16/21	13/17	3	No	492/521
CHEVROLET Traverse	3.6	6	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXT03.6151	standard SUV	6	16	23	19	4	No	476
CHEVROLET Traverse	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	EGMXT03.6151	standard SUV	6	17	24	19	4	No	465
CHEVROLET Volt	1.4	4	CVT	2WD	Gasoline/Electricity	FC	B4	Federal Tier 2 Bin 4	EGMXV01.4001	small car	6	35/101	40/93	37/98	10	Yes	81
CHEVROLET Volt	1.4	4	CVT	2WD	Gasoline/Electricity	FA	B3	Federal Tier 2 Bin 3	EGMXV01.4011	small car	7	35/101	40/93	37/98	10	Yes	81
CHEVROLET Volt	1.4	4	CVT	2WD	Gasoline/Electricity	CA	S2	California LEV-II SULEV	EGMXV01.4011	small car	9	35/101	40/93	37/98	10	Elite	81
CHRYSLER 200	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	midsize car	6	21	30	24	6	No	369
CHRYSLER 200	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	midsize car	6	20	31	24	6	No	377
CHRYSLER 200	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXJ03.65PA	midsize car	6	14/19	21/29	16/22	5	No	379/397
CHRYSLER 200 Convertible	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	small car	6	18	29	22	5	No	406
CHRYSLER 200 Convertible	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXJ03.65PA	small car	6	14/19	21/29	16/22	5	No	379/397
CHRYSLER 300	3.6	6	Auto-8	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65PA	large car	6	14/18	20/27	16/21	5	No	392/413
CHRYSLER 300	3.6	6	Auto-8	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65P0	large car	6	18	27	21	5	No	413
CHRYSLER 300	3.6	6	Auto-8	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65PA	large car	6	14/19	23/31	17/23	6	No	368/386
CHRYSLER 300	3.6	6	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65P0	large car	6	19	31	23	6	No	386
CHRYSLER 300	5.7	8	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV05.75P0	large car	6	15	23	18	4	No	503
CHRYSLER 300	5.7	8	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV05.75P0	large car	6	15	25	18	4	No	487
CHRYSLER 300 SRT8	6.4	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV06.45P0	large car	5	14	23	17	3	No	521
CHRYSLER 300 SRT8	6.4	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	ECRXV06.45P0	large car	5	14	23	17	3	No	521
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXJ03.65PA	minivan	6	12/17	18/25	14/20	5	No	434/444
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXT03.65P0	minivan	6	17	25	20	5	No	444
DODGE Avenger	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	midsize car	6	21	30	24	6	No	369
DODGE Avenger	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	midsize car	6	20	31	24	6	No	377
DODGE Avenger	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXJ03.65PA	midsize car	6	14/19	21/29	16/22	5	No	379/397
DODGE Challenger	3.6	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65P0	midsize car	6	18	27	21	5	No	421
DODGE Challenger	5.7	8	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV05.75P0	midsize car	6	15	25	18	4	No	487
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV06.45P0	midsize car	5	15	23	18	4	No	493
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ECRXV06.45P0	midsize car	5	15	23	18	4	No	493
DODGE Challenger SRT8	6.4	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV06.45P0	midsize car	5	14	23	17	3	No	521
DODGE Challenger SRT8	6.4	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	ECRXV06.45P0	midsize car	5	14	23	17	3	No	521
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV06.45P0	midsize car	5	14	23	17	3	No	521
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ECRXV06.45P0	midsize car	5	14	23	17	3	No	521
DODGE Charger	3.6	6	Auto-8	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65PA	large car	6	14/18	20/27	16/21	5	No	392/413
DODGE Charger	3.6	6	Auto-8	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65P0	large car	6	18	27	21	5	No	413
DODGE Charger	3.6	6	Auto-5	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65PA	large car	6	13/18	19/27	15/21	5	No	414/421
DODGE Charger	3.6	6	Auto-8	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65PA	large car	6	14/19	23/31	17/23	6	No	368/386
DODGE Charger	3.6	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65P0	large car	6	18	27	21	5	No	421
DODGE Charger	3.6	6	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV03.65P0	large car	6	19	31	23	6	No	386
DODGE Charger	5.7	8	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV05.75P0	large car	6	15	23	18	4	No	503
DODGE Charger	5.7	8	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV05.75P0	large car	6	15	25	18	4	No	487
DODGE Charger SRT8	6.4	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV06.45P0	large car	5	14	23	17	3	No	521
DODGE Charger SRT8	6.4	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	ECRXV06.45P0	large car	5	14	23	17	3	No	521
DODGE Dart	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P0	midsize car	5	27	37	31	8	Yes	288
DODGE Dart	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	ECRXV01.45P0	midsize car	6	27	37	31	8	Yes	288
DODGE Dart	2	4	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXV02.05PA	midsize car	6	17/24	24/34	19/27	7	Yes	323/324
DODGE Dart	2	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV02.45P0	midsize car	6	25	36	29	7	Yes	305
DODGE Dart	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	midsize car	6	23	35	27	7	Yes	324
DODGE Dart	2.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV02.45P0	midsize car	6	22	35	27	7	Yes	330
DODGE Dart Aero	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P0	midsize car	5	28	40	32	8	Yes	275
DODGE Dart Aero	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	ECRXV01.45P0	midsize car	6	28	40	32	8	Yes	275
DODGE Dart Aero	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P0	midsize car	5	28	41	32	8	Yes	275
DODGE Dart Aero	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	ECRXV01.45P0	midsize car	6	28	41	32	8	Yes	275
DODGE Dart GT	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	midsize car	6	22	31	26	7	Yes	346
DODGE Dart GT	2.4	4	Man-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXV02.45P0	midsize car	6	23	33	27	7	Yes	332
DODGE Durango	3.6	6	Auto-8	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXT03.65PA	standard SUV	6	13/17	18/24	15/19	4	No	415/458
DODGE Durango	3.6	6	Auto-8	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXT03.65PA	standard SUV	6	13/18	19/25	15/20	5	No	407/435
DODGE Durango	5.7	8	Auto-8	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXT05.75P0	standard SUV	6	14	22	16	3	No	542
DODGE Durango	5.7	8	Auto-8	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXT05.75P0	standard SUV	6	14	23	17	3	No	532
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXJ03.65PA	minivan	6	12/17	18/25	14/20	5	No	434/444
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXT03.65P0	minivan	6	17	25	20	5	No	444
DODGE Journey	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXJ02.45P1	small SUV	6	19	26	21	5	No	419
DODGE Journey	3.6	6	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	ECRXT03.65P0	small SUV	6	16	24	19	4	No	470
DODGE Journey	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	ECRXJ03.65PA	small SUV	6	12/17	18/25	14/19	4	No	434/456
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	13	17	15	2	No	612
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	13	17	15	2	No	612
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	13	17	15	2	No	612
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Speciale	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	13	17	15	2	No	612
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	13	17	15	2	No	612
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	13	17	14	2	No	622
FERRARI 458 Spider	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	13	17	15	2	No	612
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	13	19	15	2	No	576
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV04.3GDI	small car	5	14	19	16	3	No	569
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	13	19	15	2	No	576
FERRARI California	4.3	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV04.3GDI	small car	5	14	19	16	3	No	569
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV06.3GDI	small car	5	11	16	13	1	No	679
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV06.3GDI	small car	5	12	16	13	1	No	669
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV06.3GDI	small car	5	11	16	13	1	No	679
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV06.3GDI	small car	5	12	16	13	1	No	669
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV06.3GDI	midsize car	5	11	16	13	1	No	697
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFEXV06.3GDI	midsize car	5	11	17	13	1	No	684
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV06.3GDI	midsize car	5	11	16	13	1	No	697
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV06.3GDI	midsize car	5	11	17	13	1	No	684
FERRARI LaFerrari	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	EFEXV06.3HYB	small car	5	12	16	14	2	No	669
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P2	small car	5	27	34	30	8	Yes	295
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	ECRXV01.45P2	small car	6	27	34	30	8	Yes	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P0	small car	5	28	34	30	8	Yes	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	ECRXV01.45P0	small car	6	28	34	30	8	Yes	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P2	small car	5	31	40	34	8	Yes	260
FIAT 500	1.4	4	Man-5	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	ECRXV01.45P2	small car	6	31	40	34	8	Yes	260
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P0	small car	5	28	34	30	8	Yes	295
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	ECRXV01.45P0	small car	6	28	34	30	8	Yes	295
FIAT 500L	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P0	station wagon	5	24	33	27	7	No	328
FIAT 500L	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	ECRXV01.45P0	station wagon	6	24	33	27	7	Yes	328
FIAT 500L	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ECRXV01.45P0	station wagon	5	25	33	28	7	No	314
FIAT 500L	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	ECRXV01.45P0	station wagon	6	25	33	28	7	Yes	314
FIAT 500e	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	ECRXV00.05PR	small car	10	122	108	116	10	Elite	0
FIAT 500e	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	ECRXV00.05PR	small car	10	122	108	116	10	Elite	0
FORD C-MAX Energi Plug-In Hybrid	2	4	CVT	2WD	Gasoline/Electricity	FA	B3	Federal Tier 2 Bin 3	EFMXV02.0VZP	midsize car	7	40/95	36/81	38/88	10	Yes	129
FORD C-MAX Energi Plug-In Hybrid	2	4	CVT	2WD	Gasoline/Electricity	CA	S2	California LEV-II SULEV	EFMXV02.0VZP	midsize car	9	40/95	36/81	38/88	10	Elite	129
FORD C-MAX Hybrid	2	4	CVT	2WD	Gasoline	FC	B3	Federal Tier 2 Bin 3	EFMXV02.0VZN	large car	7	42	37	40	9	Yes	225
FORD C-MAX Hybrid	2	4	CVT	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	EFMXV02.0VZS	large car	7	42	37	40	9	Yes	225
FORD C-MAX Hybrid	2	4	CVT	2WD	Gasoline	CA	PZEV	California PZEV	EFMXV02.0VZS	large car	9	42	37	40	9	Yes	225
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT04.65H9	van	2	9/13	12/16	10/14	2	No	623/634
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT04.65H9	van	2	10/13	12/16	11/15	2	No	588/611
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	9/12	12/16	10/13	1	No	625/671
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	9/12	12/16	10/14	2	No	602/647
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT04.65H9	van	2	10/13	12/16	11/15	2	No	588/611
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	9/12	12/16	10/14	2	No	604/650
FORD E350	5.4	8	Auto-4	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HL	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	EFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	EFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	EFMXT06.85HT	van	2	10	13	11	1	No	801
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	EFMXT06.85HT	van	2	10	14	12	1	No	763
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	9/11	11/15	10/13	1	No	645/692
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	EFMXT05.45HK	van	2	9/12	12/16	10/13	1	No	625/671
FORD Edge	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	EFMXT02.02EX	small SUV	5	21	30	24	6	No	367
FORD Edge	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	EFMXT02.02EX	small SUV	6	21	30	24	6	No	367
