Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
FIAT 500e	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	DCRXV00.00PR	small car	10	122	108	116	10	Elite	0
FIAT 500e	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	DCRXV00.00PR	small car	10	122	108	116	10	Elite	0
FORD C-MAX Hybrid	2	4	CVT	2WD	Gasoline	FC	B3	Federal Tier 2 Bin 3	DFMXV02.0VZL	large car	7	42	37	40	10	Yes	222
FORD C-MAX PHEV	2	4	CVT	2WD	Gasoline/Electricity	FA	B3	Federal Tier 2 Bin 3	DFMXV02.0VZP	midsize car	7	40/95	36/81	38/88	10	Yes	129
FORD C-MAX PHEV	2	4	CVT	2WD	Gasoline/Electricity	CA	PZEV	California PZEV	DFMXV02.0VZP	midsize car	9	40/95	36/81	38/88	10	Elite	129
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT04.65H9	van	2	13-Sep	16-Dec	14-Oct	2	No	623/634
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT04.65H9	van	2	13-Sep	17-Dec	15-Oct	2	No	600/613
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	12-Sep	16-Dec	13-Oct	2	No	625/671
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	12-Sep	16-Dec	14-Oct	2	No	602/647
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT04.65H9	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT04.65H9	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT04.65H9	van	2	13-Sep	17-Dec	15-Oct	2	No	600/613
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	12-Sep	16-Dec	14-Oct	2	No	604/650
FORD E350	5.4	8	Auto-4	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HL	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	DFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	DFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	DFMXT06.85HT	van	2	10	13	11	1	No	790
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	DFMXT06.85HT	van	2	10	14	12	1	No	763
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	11-Sep	15-Nov	13-Oct	2	No	645/692
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45HK	van	2	12-Sep	16-Dec	13-Oct	2	No	625/671
FORD Edge	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT02.02EC	small SUV	5	21	30	24	6	No	367
FORD Edge	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT02.02EC	small SUV	6	21	30	24	6	No	367
FORD Edge	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.72EE	small SUV	5	18	25	21	5	No	433
FORD Edge	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT03.72EE	small SUV	6	18	25	21	5	No	433
FORD Edge	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.72EE	small SUV	5	19	27	22	5	No	406
FORD Edge	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT03.72EE	small SUV	6	19	27	22	5	No	406
FORD Edge	3.7	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.72EE	small SUV	5	17	23	19	4	No	459
FORD Edge	3.7	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT03.72EE	small SUV	6	17	23	19	4	No	459
FORD Edge	3.7	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.72EE	small SUV	5	19	26	22	5	No	413
FORD Edge	3.7	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT03.72EE	small SUV	6	19	26	22	5	No	413
FORD Escape	1.6	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT01.62E9	small SUV	5	22	30	25	6	No	354
FORD Escape	1.6	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT01.62E9	small SUV	6	22	30	25	6	No	354
FORD Escape	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT01.62E9	small SUV	5	23	33	26	7	No	338
FORD Escape	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT01.62E9	small SUV	6	23	33	26	7	Yes	338
FORD Escape	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT02.02E1	small SUV	5	21	28	24	6	No	373
FORD Escape	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT02.02E1	small SUV	6	21	28	24	6	No	373
FORD Escape	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT02.02E1	small SUV	5	22	30	25	6	No	361
FORD Escape	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT02.02E1	small SUV	6	22	30	25	6	No	361
FORD Escape	2.5	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT02.52ET	small SUV	5	22	31	25	6	No	354
FORD Escape	2.5	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT02.52ET	small SUV	6	22	31	25	6	No	354
FORD Expedition FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.44BC	standard SUV	6	13-Sep	13/18	15-Nov	3	No	585/610
FORD Expedition FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	DFMXT05.44HY	standard SUV	2	13-Sep	13/18	15-Nov	3	No	585/610
FORD Expedition FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.44BC	standard SUV	6	14-Oct	14/20	16-Dec	3	No	535/556
FORD Expedition FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	DFMXT05.44HY	standard SUV	2	14-Oct	14/20	16-Dec	3	No	535/556
FORD Expedition Limo FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT05.45BR	standard SUV	2	N/A	N/A	N/A	N/A	No	N/A
FORD Explorer	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT02.02EC	standard SUV	5	20	28	23	6	No	391
FORD Explorer	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT02.02EC	standard SUV	6	20	28	23	6	No	391
FORD Explorer	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.5VEP	standard SUV	5	16	22	18	4	No	484
FORD Explorer	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.5VEP	standard SUV	6	16	22	18	4	No	484
FORD Explorer	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.73E8	standard SUV	5	17	24	20	5	No	450
FORD Explorer	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT03.73E8	standard SUV	6	17	24	20	5	No	450
FORD Explorer FFV	3.5	6	SemiAuto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	DFMXT03.73DM	standard SUV	5	17-Dec	17/23	14/19	4	No	450/470
FORD Explorer FFV	3.5	6	SemiAuto-6	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	DFMXT03.73DM	standard SUV	5	13/17	18/24	15/20	5	No	429/450
FORD F150	3.5	6	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.54DX	pickup	5	15	21	17	4	No	520
FORD F150	3.5	6	Auto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	DFMXT03.54DX	pickup	5	15	21	17	4	No	520
FORD F150	3.5	6	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.54DX	pickup	5	16	22	18	4	No	481
FORD F150	3.5	6	Auto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	DFMXT03.54DX	pickup	5	16	22	18	4	No	481
FORD F150	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.54DX	pickup	5	15	21	17	4	No	520
FORD F150	3.5	6	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	DFMXT03.54DX	pickup	5	15	21	17	4	No	520
FORD F150	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.54DX	pickup	5	16	22	18	4	No	482
FORD F150	3.5	6	SemiAuto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	DFMXT03.54DX	pickup	5	16	22	18	4	No	482
FORD F150	6.2	8	SemiAuto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	DFMXT06.24D2	pickup	6	12	16	13	2	No	668
FORD F150	6.2	8	SemiAuto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	DFMXT06.24D2	pickup	6	13	18	15	3	No	601
FORD F150 FFV	3.7	6	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT03.73DP	pickup	6	16-Nov	15/21	13/18	4	No	486/506
FORD F150 FFV	3.7	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT03.73DP	pickup	6	17-Dec	17/23	14/19	4	No	449/471
FORD F150 FFV	3.7	6	SemiAuto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT03.73DP	pickup	6	16-Nov	15/21	13/18	4	No	486/506
FORD F150 FFV	3.7	6	SemiAuto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT03.73DP	pickup	6	17-Dec	17/23	14/19	4	No	448/470
FORD F150 FFV	5	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.03D7	pickup	6	14-Oct	14/19	16-Dec	3	No	537/559
FORD F150 FFV	5	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.03D7	pickup	6	15-Nov	15/21	13/17	4	No	499/521
FORD F150 FFV	5	8	SemiAuto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.03D7	pickup	6	14-Oct	14/19	16-Dec	3	No	539/561
FORD F150 FFV	5	8	SemiAuto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.03D7	pickup	6	15-Nov	15/21	13/17	4	No	499/520
FORD F150 Raptor	6.2	8	SemiAuto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	DFMXT06.24D2	pickup	6	11	16	13	2	No	680
FORD F250	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F250	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F250	6.7	8	SemiAuto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F250	6.7	8	SemiAuto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F250	6.7	8	SemiAuto-6	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F250	6.7	8	SemiAuto-6	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F250	6.7	8	SemiAuto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F250	6.7	8	SemiAuto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F250 FFV	6.2	8	SemiAuto-6	4WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F250 FFV	6.2	8	SemiAuto-6	4WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F250 FFV	6.2	8	SemiAuto-6	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F250 FFV	6.2	8	SemiAuto-6	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	DFMXD06.771C	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	DFMXD06.771C	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.771C	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.771C	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	FA	HDV1	HDV1 (Federal HD chassis Class 2b GVW 8501-10000)	DFMXD06.761A	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.761A	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	DFMXD06.771C	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	DFMXD06.771C	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.771C	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350	6.7	8	SemiAuto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.771C	special purpose	1	N/A	N/A	N/A	N/A	No	N/A
FORD F350 FFV	6.2	8	SemiAuto-6	4WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350 FFV	6.2	8	SemiAuto-6	4WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350 FFV	6.2	8	SemiAuto-6	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	pickup	2	N/A	N/A	N/A	N/A	No	N/A
FORD F350 FFV	6.2	8	SemiAuto-6	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	DFMXT06.27HL	special purpose	2	N/A	N/A	N/A	N/A	No	N/A
FORD F450 4X4	6.7	8	SemiAuto-6	4WD	Diesel	FA	HDV2	HDV2 (Federal HD chassis Class 3 GVW 10001-14000)	DFMXD06.771C	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD F450 4X4	6.7	8	SemiAuto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	DFMXD06.771C	pickup	1	N/A	N/A	N/A	N/A	No	N/A
FORD Fiesta	1.6	4	AutoMan-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	DFMXV01.6VDB	small car	6	29	39	33	8	Yes	270
FORD Fiesta	1.6	4	Man-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	DFMXV01.6VDB	small car	6	29	39	33	8	Yes	271
FORD Fiesta SFE	1.6	4	AutoMan-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	DFMXV01.6VDB	small car	6	29	40	33	8	Yes	267
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.5VEP	standard SUV	5	16	23	18	4	No	482
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.5VEP	standard SUV	6	16	23	18	4	No	482
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	standard SUV	5	17	23	19	4	No	470
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.7VE8	standard SUV	6	17	23	19	4	No	470
FORD Flex	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	standard SUV	5	18	25	20	5	No	437
FORD Flex	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.7VE8	standard SUV	6	18	25	20	5	No	437
FORD Focus	2	4	AutoMan-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DFMXV02.0VZ2	small car	7	27	38	31	8	Yes	290
FORD Focus	2	4	AutoMan-6	2WD	Gasoline	CA	PZEV	California PZEV	DFMXV02.0VZ2	small car	9	27	38	31	8	Yes	290
FORD Focus	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV02.0VER	small car	5	23	32	26	7	No	337
FORD Focus	2	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV02.0VER	small car	6	23	32	26	7	Yes	337
FORD Focus	2	4	Man-5	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DFMXV02.0VZ2	small car	7	26	36	30	8	Yes	300
FORD Focus	2	4	Man-5	2WD	Gasoline	CA	PZEV	California PZEV	DFMXV02.0VZ2	small car	9	26	36	30	8	Yes	300
FORD Focus	2	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DFMXV02.0VZ2	small car	7	27	38	31	8	Yes	290
FORD Focus	2	4	SemiAuto-6	2WD	Gasoline	CA	PZEV	California PZEV	DFMXV02.0VZ2	small car	9	27	38	31	8	Yes	290
FORD Focus BEV	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	DFMXV00.0VAE	small car	10	110	99	105	10	Elite	0
FORD Focus BEV	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	DFMXV00.0VAE	small car	10	110	99	105	10	Elite	0
FORD Focus FFV	2	4	AutoMan-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXV02.0VD2	small car	6	20/27	28/38	23/31	8	Yes	273/287
FORD Focus FFV	2	4	Man-5	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXV02.0VD2	small car	6	19/26	26/36	22/30	8	Yes	284/300
FORD Focus FFV	2	4	SemiAuto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXV02.0VD2	small car	6	20/27	28/38	23/31	8	Yes	273/287
FORD Focus SFE FFV	2	4	AutoMan-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXV02.0VD2	small car	6	20/28	28/40	23/33	8	Yes	277/273
FORD Fusion	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV01.6VDF	midsize car	5	25	37	29	8	Yes	302
FORD Fusion	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV01.6VDF	midsize car	6	25	37	29	8	Yes	302
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV01.6VDF	midsize car	5	23	36	28	7	No	320
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV01.6VDF	midsize car	5	24	37	28	7	No	313
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV01.6VDF	midsize car	6	23	36	28	7	Yes	320
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV01.6VDF	midsize car	6	24	37	28	7	Yes	313
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DFMXV01.6VZF	midsize car	7	23	36	28	7	Yes	320
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DFMXV01.6VZF	midsize car	7	24	37	28	7	Yes	313
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	CA	PZEV	California PZEV	DFMXV01.6VZF	midsize car	9	23	36	28	7	Yes	320
FORD Fusion	1.6	4	SemiAuto-6	2WD	Gasoline	CA	PZEV	California PZEV	DFMXV01.6VZF	midsize car	9	24	37	28	7	Yes	313
FORD Fusion	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV02.0VEY	midsize car	5	22	31	25	6	No	354
FORD Fusion	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV02.0VEY	midsize car	6	22	31	25	6	No	354
FORD Fusion	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV02.0VEY	midsize car	5	22	33	26	7	No	340
FORD Fusion	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV02.0VEY	midsize car	6	22	33	26	7	Yes	340
FORD Fusion	2.5	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV02.5VEX	midsize car	5	22	34	26	7	No	339
FORD Fusion	2.5	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV02.5VEX	midsize car	6	22	34	26	7	Yes	339
FORD Fusion Hybrid	2	4	CVT	2WD	Gasoline	FC	B3	Federal Tier 2 Bin 3	DFMXV02.0VZL	midsize car	7	44	41	42	10	Yes	211
FORD Fusion PHEV	2	4	CVT	2WD	Gasoline/Electricity	FA	B3	Federal Tier 2 Bin 3	DFMXV02.0VZP	midsize car	7	40/95	36/81	38/88	10	Yes	129
FORD Fusion PHEV	2	4	CVT	2WD	Gasoline/Electricity	CA	PZEV	California PZEV	DFMXV02.0VZP	midsize car	9	40/95	36/81	38/88	10	Elite	129
