Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay 
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BGMXT05.3373	SUV	5/5	11/15	16/21	13/17	3/2	no
CHEVROLET Suburban 2500	6	8	Auto-6	2WD	Gasoline	FC	B5	Federal Tier 2 Bin 5	BGMXT06.0395	SUV	5	N/A	N/A	N/A	N/A	no
CHEVROLET Suburban 2500	6	8	Auto-6	2WD	Gasoline	FC	B5	Federal Tier 2 Bin 5	BGMXT06.0395	SUV	5	10	16	12	1	no
CHEVROLET Suburban 2500	6	8	Auto-6	4WD	Gasoline	FC	B5	Federal Tier 2 Bin 5	BGMXT06.0395	SUV	5	N/A	N/A	N/A	N/A	no
CHEVROLET Suburban 2500	6	8	Auto-6	4WD	Gasoline	FC	B5	Federal Tier 2 Bin 5	BGMXT06.0395	SUV	5	10	15	12	1	no
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BGMXT05.3373	SUV	5/5	11/15	16/21	13/17	3/2	no
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BGMXT05.3373	SUV	5/5	11/15	16/21	13/17	3/2	no
CHEVROLET Tahoe 1500 Hybrid	6	8	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BGMXT06.0371	SUV	5	20	23	21	4	no
CHEVROLET Tahoe 1500 Hybrid	6	8	CVT	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BGMXT06.0371	SUV	5	20	23	21	4	no
CHEVROLET Traverse	3.6	6	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BGMXJ03.6151	SUV	6	17	24	19	3	no
CHEVROLET Traverse	3.6	6	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BGMXJ03.6151	SUV	6	16	23	19	3	no
CHEVROLET Traverse	3.6	6	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BGMXJ03.6151	SUV	5	17	24	19	3	no
CHEVROLET Traverse	3.6	6	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BGMXJ03.6151	SUV	5	16	23	19	3	no
CHEVROLET Volt	1.4	4	CVT	2WD	Electricity/Gasoline	FC	B4	Federal Tier 2 Bin 4	BGMXV01.4001	small car	6	95/35	90/40	93/37	10/8	yes
CHRYSLER 200	2.4	4	Auto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BCRXV02.4FR0	midsize car	9	20	31	24	5	no
CHRYSLER 200	2.4	4	Auto-4	2WD	Gasoline	CA	S2	California LEV-II SULEV	BCRXV02.4FR0	midsize car	9	21	30	24	5	no
CHRYSLER 200	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UPA	midsize car	6/6	14/19	21/29	16/22	5/5	no
CHRYSLER 200	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	midsize car	6	20	31	24	5	no
CHRYSLER 200	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	midsize car	6	21	30	24	5	no
CHRYSLER 200 Convertible	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UPA	small car	6/6	14/19	21/29	16/22	5/5	no
CHRYSLER 200 Convertible	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	small car	6	18	29	22	5	no
CHRYSLER 200 Convertible	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	small car	6	20	29	23	5	no
CHRYSLER 300	3.6	6	Auto-5	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXV03.6UPA	large car	6/6	13/18	19/27	15/21	4/4	no
CHRYSLER 300	3.6	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXV03.6VP0	large car	6	18	27	21	4	no
CHRYSLER 300	5.7	8	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXV05.7UP0	large car	6	15	23	18	3	no
CHRYSLER 300	5.7	8	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXV05.7UP0	large car	6	16	25	19	3	no
CHRYSLER 300	3.6	6	Auto-5	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BCRXV03.6RNA	large car	5/5	13/18	19/27	15/21	4/4	no
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UPA	minivan	6/6	12/17	18/25	14/20	4/4	no
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UP0	minivan	6	17	25	20	4	no
DODGE Avenger	2.4	4	Auto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BCRXV02.4FR0	midsize car	9	20	31	24	5	no
DODGE Avenger	2.4	4	Auto-4	2WD	Gasoline	CA	S2	California LEV-II SULEV	BCRXV02.4FR0	midsize car	9	21	30	24	5	no
DODGE Avenger	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UPA	midsize car	6/6	14/19	21/29	16/22	5/5	no
DODGE Avenger	2.4	4	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	midsize car	6	20	31	24	5	no
DODGE Avenger	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	midsize car	6	21	30	24	5	no
DODGE Caliber	2	4	CVT	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	station wagon	6	23	27	24	5	no
DODGE Caliber	2.4	4	CVT	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	station wagon	6	22	27	24	5	no
DODGE Caliber	2	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXJ02.44P1	station wagon	5	24	32	27	6	no
DODGE Caliber	2	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXJ02.44P1	station wagon	5	24	32	27	6	no
DODGE Caliber	2.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXJ02.44P1	station wagon	5	23	29	25	6	no
DODGE Caliber	2.4	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXJ02.44P1	station wagon	5	23	29	25	6	no
DODGE Challenger	5.7	8	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXV05.7UP0	small car	6	16	25	19	3	no
DODGE Challenger	3.6	6	Auto-5	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BCRXV03.6RNA	small car	5/5	13/18	19/27	15/21	4/4	no
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXV06.41P0	small car	5	15	24	18	3	no
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXV06.41P0	small car	5	15	24	18	3	no
DODGE Challenger SRT8	6.4	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXV06.41P0	small car	5	14	22	16	1	no
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXV06.41P0	small car	5	14	23	17	2	no
DODGE Challenger SRT8	6.4	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXV06.41P0	small car	5	14	22	16	1	no
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXV06.41P0	small car	5	14	23	17	2	no
DODGE Charger	3.6	6	Auto-5	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXV03.6UPA	large car	6/6	13/18	19/27	15/21	4/4	no
DODGE Charger	3.6	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXV03.6VP0	large car	6	18	27	21	4	no
DODGE Charger	5.7	8	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXV05.7UP0	large car	6	15	23	18	3	no
DODGE Charger	5.7	8	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXV05.7UP0	large car	6	16	25	19	3	no
DODGE Charger	3.6	6	Auto-5	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BCRXV03.6RNA	large car	5/5	13/18	19/27	15/21	4/4	no
DODGE Dakota	4.7	8	Auto-5	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXT04.7UPA	pickup	6/6	9/14	13/19	10/16	1/1	no
DODGE Dakota	4.7	8	Auto-5	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXT04.7UPA	pickup	6/6	9/14	13/19	10/15	1/1	no
DODGE Dakota	3.7	6	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXT03.7VP0	pickup	6	15	20	17	2	no
DODGE Dakota	3.7	6	Auto-4	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXT03.7VP0	pickup	6	14	18	15	1	no
DODGE Durango	3.6	6	Auto-5	4WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	BCRXT03.6UPA	SUV	6/6	12/16	16/22	14/18	4/3	no
DODGE Durango	3.6	6	Auto-5	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXT03.6UP0	SUV	6	16	23	19	3	no
DODGE Durango	3.6	6	Auto-5	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXT03.6UP0	SUV	6	16	22	18	3	no
DODGE Durango	5.7	8	Auto-5	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	BCRXT05.7VP0	SUV	6	14	20	16	1	no
DODGE Durango	5.7	8	Auto-5	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	BCRXT05.7VP0	SUV	6	13	20	15	1	no
DODGE Durango	5.7	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXT05.7VP0	SUV	6	14	20	16	1	no
DODGE Durango	5.7	8	Auto-5	4WD	Gasoline	CA	L2	California LEV-II LEV	BCRXT05.7VP0	SUV	6	13	20	15	1	no
DODGE Durango	3.6	6	Auto-5	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BCRXT03.6RNA	SUV	5/5	12/16	17/23	14/19	4/3	no
DODGE Durango	5.7	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXT05.7RN0	SUV	5	14	20	16	1	no
DODGE Durango	5.7	8	Auto-5	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXT05.7RN0	SUV	5	13	20	15	1	no
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UPA	minivan	6/6	12/17	18/25	14/20	4/4	no
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UP0	minivan	6	17	25	20	4	no
DODGE Journey	3.6	6	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UPA	SUV	6/6	13/17	18/25	15/20	4/4	no
DODGE Journey	2.4	4	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ02.4VP1	SUV	6	19	26	22	5	no
DODGE Journey	3.6	6	Auto-6	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UP0	SUV	6	17	25	20	4	no
DODGE Journey	3.6	6	Auto-6	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXJ03.6UP0	SUV	6	16	24	19	3	no
DODGE Nitro	3.7	6	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXT03.7VP0	SUV	6	16	22	18	3	no
DODGE Nitro	3.7	6	Auto-4	4WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXT03.7VP0	SUV	6	15	21	17	2	no
DODGE Nitro	4	6	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXT04.04P0	SUV	5	16	21	18	3	no
DODGE Nitro	4	6	Auto-5	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXT04.04P0	SUV	5	16	21	17	2	no
DODGE Nitro	4	6	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXT04.04P0	SUV	5	16	21	18	3	no
DODGE Nitro	4	6	Auto-5	4WD	Gasoline	CA	L2	California LEV-II LEV	BCRXT04.04P0	SUV	5	16	21	17	2	no
DODGE RAM 1500	4.7	8	Auto-5	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXT04.7UPA	pickup	6/6	9/14	13/19	10/15	1/1	no
DODGE RAM 1500	4.7	8	Auto-5	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BCRXT04.7UPA	pickup	6/6	9/13	12/18	10/15	1/1	no
DODGE RAM 1500	3.7	6	Auto-4	2WD	Gasoline	FC	B4	Federal Tier 2 Bin 4	BCRXT03.7VP0	pickup	6	14	20	16	1	no
DODGE RAM 1500	5.7	8	Auto-5	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	BCRXT05.7VP0	pickup	6	14	20	16	1	no
DODGE RAM 1500	5.7	8	Auto-5	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	BCRXT05.7VP0	pickup	6	13	19	15	1	no
DODGE RAM 1500	5.7	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXT05.7VP0	pickup	6	14	20	16	1	no
DODGE RAM 1500	5.7	8	Auto-5	4WD	Gasoline	CA	L2	California LEV-II LEV	BCRXT05.7VP0	pickup	6	13	19	15	1	no
DODGE RAM 1500	5.7	8	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXT05.7RN0	pickup	5	14	20	16	1	no
DODGE RAM 1500	5.7	8	Auto-5	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BCRXT05.7RN0	pickup	5	13	19	15	1	no
DODGE RAM 2500	5.7	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	BCRXD05.78V0	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	BCRXD05.78V0	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	BCRXD05.78V0	special purpose	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	BCRXD05.78V0	special purpose	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	BCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	2WD	Diesel	CA	U2	California LEV-II ULEV	BCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	4WD	Diesel	CA	U2	California LEV-II ULEV	BCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	4WD	Diesel	CA	U2	California LEV-II ULEV	BCEXD06.78VV	pickup	2	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-5	2WD	Gasoline	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCRXD05.78V0	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-5	4WD	Gasoline	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCRXD05.78V0	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-5	4WD	Gasoline	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCRXD05.78V0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7	8	Auto-5	2WD	Gasoline	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCRXD05.78V0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	2WD	Diesel	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	2WD	Diesel	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Auto-6	4WD	Diesel	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	6.7	6	Man-6	4WD	Diesel	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BCEXD06.78VV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-5	4WD	Gasoline	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-5	2WD	Gasoline	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-5	4WD	Gasoline	CA	L2	California LEV-II LEV	BCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7	8	Auto-5	2WD	Gasoline	CA	L2	California LEV-II LEV	BCRXD05.78W0	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	2WD	Diesel	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	2WD	Diesel	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	4WD	Diesel	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	4WD	Diesel	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	2WD	Diesel	CA	L2	California LEV-II LEV	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	2WD	Diesel	CA	L2	California LEV-II LEV	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Auto-6	4WD	Diesel	CA	L2	California LEV-II LEV	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	6.7	6	Man-6	4WD	Diesel	CA	L2	California LEV-II LEV	BCEXD06.78WV	pickup	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	BMBXT03.0HD1	van	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	BMBXT03.0HD1	van	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BMBXT03.0HD1	van	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 2500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BMBXT03.0HD1	van	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	BMBXT03.0HD1	van	2	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV1	"Federal HDV (8500-10,000 GVWR)"	BMBXT03.0HD1	van	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BMBXT03.0HD2	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	FA	HDV2	"Federal HDV (10,001-14,000 GVWR)"	BMBXT03.0HD2	van	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	BMBXT03.0HD2	special purpose	1	N/A	N/A	N/A	N/A	no
DODGE Sprinter 3500 CDI	3	6	Auto-5	2WD	Diesel	CA	U2	California LEV-II ULEV	BMBXT03.0HD2	van	1	N/A	N/A	N/A	N/A	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BFEXV04.3GDI	small car	5	12	18	14	1	no
FERRARI 458 Italia	4.5	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	BFEXV04.3GDI	small car	5	12	18	14	1	no
FERRARI 599 GTB Fiorano	5.7	12	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BFEXV05.7LEV	small car	5	11	15	12	1	no
FERRARI 599 GTB Fiorano	5.7	12	AutoMan-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BFEXV05.7LEV	small car	5	11	15	12	1	no
FORD Crown Victoria FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	BFMXV04.6VDF	large car	6/6	12/16	17/24	14/19	4/3	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT04.65H9	van	2/2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT04.65H9	van	2/2	10/13	12/17	11/15	1/1	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT04.65H9	van	2/2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT04.65H9	van	2/2	9/13	12/16	10/14	1/1	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	9/12	12/16	10/14	1/1	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	N/A	N/A	N/A	N/A	no
FORD E150 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	9/12	12/15	10/13	1/1	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT04.65H9	special purpose	2/2	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT04.65H9	van	2/2	N/A	N/A	N/A	N/A	no
FORD E250 FFV	4.6	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT04.65H9	van	2/2	10/13	12/17	11/15	1/1	no
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	N/A	N/A	N/A	N/A	no
FORD E250 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	9/12	12/16	10/13	1/1	no
FORD E350	5.4	8	Auto-4	2WD	Gasoline	CA	B8	Federal Tier 2 Bin 8	BFMXT05.45HL	van	2	N/A	N/A	N/A	N/A	no
FORD E350	5.4	8	Auto-4	2WD	Gasoline	FA	B8	Federal Tier 2 Bin 8	BFMXT05.45HL	van	2	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	BFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	BFMXT06.85HT	van	2	10	14	12	1	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	BFMXT06.85HT	van	2	N/A	N/A	N/A	N/A	no
FORD E350	6.8	10	Auto-5	2WD	Gasoline	FC	B8	Federal Tier 2 Bin 8	BFMXT06.85HT	van	2	10	13	11	1	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	special purpose	2/2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FC	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	9/12	12/15	10/13	1/1	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	CA	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	N/A	N/A	N/A	N/A	no
FORD E350 FFV	5.4	8	Auto-4	2WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	BFMXT05.45HK	van	2/2	9/11	11/15	10/13	1/1	no
FORD Edge	3.5	6	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BFMXT03.72EE	SUV	6	19	26	21	4	no
FORD Edge	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BFMXT03.72EE	SUV	6	19	27	22	5	no
FORD Edge	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BFMXT03.72EE	SUV	6	18	25	20	4	no
FORD Edge	3.5	6	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BFMXT03.72EE	SUV	6	18	26	21	4	no
FORD Edge	3.7	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BFMXT03.72EE	SUV	6	18	25	20	4	no
